orderbook_timestamp,book,bid,ask,spread
2024-07-20T17:12:13+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:13+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:14+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:14+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:15+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:15+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:16+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:16+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:18+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:18+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:19+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:19+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:20+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:20+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:21+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:22+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:23+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:23+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:24+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:24+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:25+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:25+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:26+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:27+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:28+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:28+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:29+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:29+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:30+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:30+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:32+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:32+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:33+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:33+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:34+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:34+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:35+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:35+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:37+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:37+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:38+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:38+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:39+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:39+00:00,usd_mxn,17.52,17.698,1.0057633630918794
2024-07-20T17:12:40+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:41+00:00,usd_mxn,17.52,17.698,1.0057633630918794
2024-07-20T17:12:42+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:42+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:43+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:43+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:44+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:44+00:00,usd_mxn,17.519,17.697,1.0058201955133685
2024-07-20T17:12:45+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:46+00:00,usd_mxn,17.519,17.697,1.0058201955133685
2024-07-20T17:12:47+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:47+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:48+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:48+00:00,usd_mxn,17.519,17.697,1.0058201955133685
2024-07-20T17:12:49+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:49+00:00,usd_mxn,17.519,17.697,1.0058201955133685
2024-07-20T17:12:51+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:51+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:52+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:52+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:53+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:53+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:54+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:54+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:56+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:12:56+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:57+00:00,btc_mxn,1164930.0,1181430.0,1.3966125796703994
2024-07-20T17:12:57+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:58+00:00,btc_mxn,1164930.0,1181430.0,1.3966125796703994
2024-07-20T17:12:58+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:12:59+00:00,btc_mxn,1164930.0,1181430.0,1.3966125796703994
2024-07-20T17:12:59+00:00,usd_mxn,17.519,17.697,1.0058201955133685
2024-07-20T17:13:01+00:00,btc_mxn,1164930.0,1181430.0,1.3966125796703994
2024-07-20T17:13:01+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:02+00:00,btc_mxn,1164930.0,1181430.0,1.3966125796703994
2024-07-20T17:13:02+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:03+00:00,btc_mxn,1164930.0,1181430.0,1.3966125796703994
2024-07-20T17:13:03+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:04+00:00,btc_mxn,1164930.0,1178780.0,1.17494358574119
2024-07-20T17:13:05+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:06+00:00,btc_mxn,1164930.0,1178780.0,1.17494358574119
2024-07-20T17:13:06+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:07+00:00,btc_mxn,1164930.0,1178780.0,1.17494358574119
2024-07-20T17:13:07+00:00,usd_mxn,17.519,17.697,1.0058201955133685
2024-07-20T17:13:08+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:13:08+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:10+00:00,btc_mxn,1164930.0,1182000.0,1.4441624365482233
2024-07-20T17:13:10+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:11+00:00,btc_mxn,1164940.0,1182000.0,1.4433164128595601
2024-07-20T17:13:11+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:12+00:00,btc_mxn,1164940.0,1182000.0,1.4433164128595601
2024-07-20T17:13:12+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:13+00:00,btc_mxn,1164970.0,1182000.0,1.4407783417935702
2024-07-20T17:13:13+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:15+00:00,btc_mxn,1164980.0,1182000.0,1.4399323181049068
2024-07-20T17:13:15+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:16+00:00,btc_mxn,1165000.0,1182000.0,1.4382402707275803
2024-07-20T17:13:16+00:00,usd_mxn,17.52,17.697,1.0001695202576686
2024-07-20T17:13:17+00:00,btc_mxn,1164990.0,1182000.0,1.4390862944162437
2024-07-20T17:13:17+00:00,usd_mxn,17.52,17.697,1.0001695202576686
